start_code,end_code,start_name,end_name,road_code,direction,distance
1850230,1850225,新清水ＪＣＴ,清水ＰＡ,1850,上り,7.39
1850225,1850220,清水ＰＡ,新清水,1850,上り,1.97
1850220,1850210,新清水,新富士,1850,上り,14.11
1850210,1850205,新富士,駿河湾沼津ＳＡ,1850,上り,14.54
1850205,1850200,駿河湾沼津ＳＡ,長泉沼津,1850,上り,5.27
1850200,1010063,長泉沼津,御殿場ＪＣＴ,1850,上り,12.97
1010063,1850190,御殿場ＪＣＴ,新御殿場,1850,上り,7.09
214K016,1850110,海老名南ＪＣＴ,厚木南,1850,下り,1.51
1850110,1010033,厚木南,伊勢原ＪＣＴ,1850,下り,4.12
1010033,1850120,伊勢原ＪＣＴ,伊勢原大山,1850,下り,2.2
1850120,1010033,伊勢原大山,伊勢原ＪＣＴ,1850,上り,2.2
1010033,1850110,伊勢原ＪＣＴ,厚木南,1850,上り,4.12
1850110,214K016,厚木南,海老名南ＪＣＴ,1850,上り,1.51
1010098,1851020,清水ＪＣＴ,清水いはら,1851,下り,2.57
1851020,1850230,清水いはら,新清水ＪＣＴ,1851,下り,1.75
1850230,1851020,新清水ＪＣＴ,清水いはら,1851,上り,1.75
1851020,1010098,清水いはら,清水ＪＣＴ,1851,上り,2.57
1010193,1852020,三ヶ日ＪＣＴ,浜松いなさ,1852,下り,10.51
1852020,1850290,浜松いなさ,浜松いなさＪＣＴ,1852,下り,1.68
1850290,1852030,浜松いなさＪＣＴ,浜松いなさ北本線,1852,下り,1.0
1852030,1850290,浜松いなさ北本線,浜松いなさＪＣＴ,1852,上り,1.0
1850290,1852020,浜松いなさＪＣＴ,浜松いなさ,1852,上り,1.68
1852020,1010193,浜松いなさ,三ヶ日ＪＣＴ,1852,上り,10.51
1900001,1900006,豊田東ＪＣＴ,豊田東,1900,下り,3.14
1900006,1010226,豊田東,豊田ＪＣＴ,1900,下り,1.75
1010226,1900011,豊田ＪＣＴ,豊田南,1900,下り,6.63
1900011,1900016,豊田南,刈谷ＰＡ,1900,下り,3.05
1900016,1900021,刈谷ＰＡ,豊明,1900,下り,4.24
1900021,1075121,豊明,名古屋南ＪＣＴ,1900,下り,5.33
1075121,1900026,名古屋南ＪＣＴ,名古屋南,1900,下り,0.47
1900026,1900036,名古屋南,大府,1900,下り,1.66
1900036,1900041,大府,東海,1900,下り,2.94
1900041,1900036,東海,大府,1900,上り,2.94
1900036,1900026,大府,名古屋南,1900,上り,1.66
1900026,1075121,名古屋南,名古屋南ＪＣＴ,1900,上り,0.47
1075121,1900021,名古屋南ＪＣＴ,豊明,1900,上り,5.33
1900021,1900016,豊明,刈谷ＰＡ,1900,上り,4.24
1900016,1900011,刈谷ＰＡ,豊田南,1900,上り,3.05
1900011,1010226,豊田南,豊田ＪＣＴ,1900,上り,6.63
1010226,1900006,豊田ＪＣＴ,豊田東,1900,上り,1.75
1900006,1900001,豊田東,豊田東ＪＣＴ,1900,上り,3.14
1900046,1900047,飛島ＪＣＴ,飛島第二,1900,下り,0.69
1900047,1900051,飛島第二,湾岸弥富,1900,下り,2.47
1900051,1900056,湾岸弥富,弥富木曽岬,1900,下り,2.53
1900056,1900061,弥富木曽岬,湾岸長島ＰＡ,1900,下り,2.58
1900061,1900066,湾岸長島ＰＡ,湾岸長島,1900,下り,0.04
1900066,1900071,湾岸長島,湾岸桑名,1900,下り,2.54
1900071,1900076,湾岸桑名,みえ川越,1900,下り,2.05
1900076,1900081,みえ川越,みえ朝日,1900,下り,3.57
1900081,1070151,みえ朝日,四日市ＪＣＴ,1900,下り,1.93
1070151,1900081,四日市ＪＣＴ,みえ朝日,1900,上り,1.93
1900081,1900076,みえ朝日,みえ川越,1900,上り,3.57
1900076,1900071,みえ川越,湾岸桑名,1900,上り,2.05
1900071,1900066,湾岸桑名,湾岸長島,1900,上り,2.54
1900066,1900061,湾岸長島,湾岸長島ＰＡ,1900,上り,0.04
1900061,1900056,湾岸長島ＰＡ,弥富木曽岬,1900,上り,2.58
1900056,1900051,弥富木曽岬,湾岸弥富,1900,上り,2.53
1900051,1900047,湾岸弥富,飛島第二,1900,上り,2.47
1900047,1900046,飛島第二,飛島ＪＣＴ,1900,上り,0.69
1070151,1910100,四日市ＪＣＴ,新四日市ＪＣＴ,1910,下り,4.19
1910100,1910110,新四日市ＪＣＴ,菰野,1910,下り,8.18
1910110,1910115,菰野,鈴鹿ＰＡ,1910,下り,7.58
1910115,1910120,鈴鹿ＰＡ,亀山西ＪＣＴ,1910,下り,6.08
1910120,1910130,亀山西ＪＣＴ,土山ＳＡ,1910,下り,11.5
1910130,1910140,土山ＳＡ,甲賀土山,1910,下り,2.91
1910140,1910150,甲賀土山,甲南,1910,下り,9.73
1910150,1910160,甲南,甲南ＰＡ,1910,下り,0.0
1910160,1910170,甲南ＰＡ,信楽,1910,下り,6.58
1910170,1910180,信楽,草津田上,1910,下り,12.96
1910180,1011091,草津田上,草津ＪＣＴ,1910,下り,0.3
1011091,1910180,草津ＪＣＴ,草津田上,1910,上り,0.3
1910180,1910170,草津田上,信楽,1910,上り,12.96
1910170,1910160,信楽,甲南ＰＡ,1910,上り,6.58
1910160,1910150,甲南ＰＡ,甲南,1910,上り,0.0
1910150,1910140,甲南,甲賀土山,1910,上り,9.73
1910140,1910130,甲賀土山,土山ＳＡ,1910,上り,2.91
1910130,1910120,土山ＳＡ,亀山西ＪＣＴ,1910,上り,11.5
1910120,1910115,亀山西ＪＣＴ,鈴鹿ＰＡ,1910,上り,6.08
1910115,1910110,鈴鹿ＰＡ,菰野,1910,上り,7.58
1910110,1910100,菰野,新四日市ＪＣＴ,1910,上り,8.18
1910100,1070151,新四日市ＪＣＴ,四日市ＪＣＴ,1910,上り,4.19
1011148,1910290,高槻ＪＣＴ,高槻,1910,下り,1.03
1910290,1910300,高槻,高槻ＪＣＴ（新名神）,1910,下り,1.0
1910300,1910320,高槻ＪＣＴ（新名神）,茨木千提寺ＰＡ,1910,下り,8.28
1910320,1910310,茨木千提寺ＰＡ,茨木千提寺,1910,下り,0.44
1910310,1910330,茨木千提寺,箕面とどろみ,1910,下り,7.37
1910330,1910340,箕面とどろみ,川西,1910,下り,5.58
1910340,1910350,川西,宝塚北ＳＡ,1910,下り,8.53
1910350,1201036,宝塚北ＳＡ,神戸ＪＣＴ,1910,下り,7.58
1201036,1910350,神戸ＪＣＴ,宝塚北ＳＡ,1910,上り,7.58
1910350,1910340,宝塚北ＳＡ,川西,1910,上り,8.53
1910340,1910330,川西,箕面とどろみ,1910,上り,5.58
1910330,1910310,箕面とどろみ,茨木千提寺,1910,上り,7.37
1910310,1910320,茨木千提寺,茨木千提寺ＰＡ,1910,上り,0.44
1910320,1910300,茨木千提寺ＰＡ,高槻ＪＣＴ（新名神）,1910,上り,8.28
1910300,1910290,高槻ＪＣＴ（新名神）,高槻,1910,上り,1.0
1910290,1011148,高槻,高槻ＪＣＴ,1910,上り,1.03
1070173,1910120,亀山ＪＣＴ,亀山西ＪＣＴ,1910,下り,4.56
1910120,1070173,亀山西ＪＣＴ,亀山ＪＣＴ,1910,上り,4.56
5023001,1910240,城陽,城陽ＪＣＴ,1910,下り,0.0
1910240,1910250,城陽ＪＣＴ,八幡京田辺ＪＣＴ,1910,下り,3.47
1910250,1910260,八幡京田辺ＪＣＴ,八幡京田辺,1910,下り,0.54
1910260,1910250,八幡京田辺,八幡京田辺ＪＣＴ,1910,上り,0.54
1910250,1910240,八幡京田辺ＪＣＴ,城陽ＪＣＴ,1910,上り,3.47
1910240,5023001,城陽ＪＣＴ,城陽,1910,上り,0.0
1050061,201D001,苫小牧東,苫小牧東本線,201D,下り,0.19
201D001,201D003,苫小牧東本線,沼ノ端西,201D,下り,3.94
201D003,201D001,沼ノ端西,苫小牧東本線,201D,上り,3.94
201D001,1050061,苫小牧東本線,苫小牧東,201D,上り,0.19
1050181,2010,深川ＪＣＴ,深川西本線,201E,下り,0.0
2010,201000,深川西本線,深川西,201E,下り,0.0
201000,2010,深川西,深川西本線,201E,上り,0.0
2010,1050181,深川西本線,深川ＪＣＴ,201E,上り,0.0
201D003,201D010,沼ノ端西,沼ノ端東,201F,下り,3.69
201D010,201D020,沼ノ端東,苫東中央,201F,下り,4.16
201D020,201D030,苫東中央,厚真,201F,下り,7.17
201D030,201D040,厚真,鵡川,201F,下り,7.93
201D040,201D050,鵡川,日高富川,201F,下り,11.6
201D050,201D060,日高富川,日高門別,201F,下り,5.09
201D060,201D070,日高門別,日高厚賀,201F,下り,14.68
201D070,201D060,日高厚賀,日高門別,201F,上り,14.68
201D060,201D050,日高門別,日高富川,201F,上り,5.09
201D050,201D040,日高富川,鵡川,201F,上り,11.6
201D040,201D030,鵡川,厚真,201F,上り,7.93
201D030,201D020,厚真,苫東中央,201F,上り,7.17
201D020,201D010,苫東中央,沼ノ端東,201F,上り,4.16
201D010,201D003,沼ノ端東,沼ノ端西,201F,上り,3.69
201000,2010000000000,深川西,秩父別,201G,下り,0.0
2010000000000,2.01e+22,秩父別,沼田(深川留萌道),201G,下り,0.0
2.01e+22,2.01e+32,沼田(深川留萌道),北竜ひまわり,201G,下り,0.0
2.01e+32,2.01e+42,北竜ひまわり,留萌幌糠,201G,下り,0.0
2.01e+42,2.01e+52,留萌幌糠,留萌大和田,201G,下り,0.0
2.01e+52,2.01e+62,留萌大和田,留萌,201G,下り,0.0
2.01e+62,2.01e+52,留萌,留萌大和田,201G,上り,0.0
2.01e+52,2.01e+42,留萌大和田,留萌幌糠,201G,上り,0.0
2.01e+42,2.01e+32,留萌幌糠,北竜ひまわり,201G,上り,0.0
2.01e+32,2.01e+22,北竜ひまわり,沼田(深川留萌道),201G,上り,0.0
2.01e+22,2010000000000,沼田(深川留萌道),秩父別,201G,上り,0.0
2010000000000,201000,秩父別,深川西,201G,上り,0.0
1411001,202C001,八戸北,下田百石,202C,下り,5.12
202C001,1411001,下田百石,八戸北,202C,上り,5.12
1400306,204B006,亘理,岩沼,204B,下り,2.51
204B006,204B011,岩沼,仙台空港,204B,下り,3.29
204B011,204B013,仙台空港,名取中央スマート,204B,下り,2.3
204B013,204B016,名取中央スマート,名取,204B,下り,4.09
204B016,204B021,名取,仙台若林ＪＣＴ,204B,下り,3.27
204B021,204B026,仙台若林ＪＣＴ,仙台東,204B,下り,4.42
204B026,204B031,仙台東,仙台港,204B,下り,3.37
204B031,2040,仙台港,仙台港北,204B,下り,0.0
2040,204B031,仙台港北,仙台港,204B,上り,0.0
204B031,204B026,仙台港,仙台東,204B,上り,3.37
204B026,204B021,仙台東,仙台若林ＪＣＴ,204B,上り,4.42
204B021,204B016,仙台若林ＪＣＴ,名取,204B,上り,3.27
204B016,204B013,名取,名取中央スマート,204B,上り,4.09
204B013,204B011,名取中央スマート,仙台空港,204B,上り,2.3
204B011,204B006,仙台空港,岩沼,204B,上り,3.29
204B006,1400306,岩沼,亘理,204B,上り,2.51
204C001,204C003,利府中,春日ＰＡ,204C,下り,1.34
204C003,204C006,春日ＰＡ,松島海岸,204C,下り,2.66
204C006,204C011,松島海岸,松島大郷,204C,下り,4.07
204C011,204C016,松島大郷,松島北,204C,下り,2.44
204C016,204C021,松島北,鳴瀬奥松島,204C,下り,6.35
204C021,204C016,鳴瀬奥松島,松島北,204C,上り,6.35
204C016,204C011,松島北,松島大郷,204C,上り,2.44
204C011,204C006,松島大郷,松島海岸,204C,上り,4.07
204C006,204C003,松島海岸,春日ＰＡ,204C,上り,2.66
204C003,204C001,春日ＰＡ,利府中,204C,上り,1.34
204000,204D006,利府ＪＣＴ,利府しらかし台,204D,下り,0.0
204D006,1040253,利府しらかし台,富谷ＪＣＴ,204D,下り,6.52
1040253,204D016,富谷ＪＣＴ,富谷,204D,下り,0.96
204D016,1040253,富谷,富谷ＪＣＴ,204D,上り,0.96
1040253,204D006,富谷ＪＣＴ,利府しらかし台,204D,上り,6.52
204D006,204000,利府しらかし台,利府ＪＣＴ,204D,上り,0.0
2040,20400,仙台港北,多賀城,204E,下り,0.0
20400,204000,多賀城,利府ＪＣＴ,204E,下り,0.0
204000,20400,利府ＪＣＴ,多賀城,204E,上り,0.0
20400,2040,多賀城,仙台港北,204E,上り,0.0
204B021,204G011,仙台若林ＪＣＴ,今泉,204G,下り,1.34
204G011,204G006,今泉,長町,204G,下り,2.46
204G006,204G001,長町,山田(仙台南部道路),204G,下り,6.01
204G001,1040236,山田(仙台南部道路),仙台南,204G,下り,2.63
1040236,204G001,仙台南,山田(仙台南部道路),204G,上り,2.63
204G001,204G006,山田(仙台南部道路),長町,204G,上り,6.01
204G006,204G011,長町,今泉,204G,上り,2.46
204G011,204B021,今泉,仙台若林ＪＣＴ,204G,上り,1.34
204000,204000000,利府ＪＣＴ,利府塩釜,204H,下り,0.0
204000000,204C001,利府塩釜,利府中,204H,下り,0.0
204C001,204000000,利府中,利府塩釜,204H,上り,0.0
204000000,204000,利府塩釜,利府ＪＣＴ,204H,上り,0.0
205A006,205A003,湯沢(湯沢横手道路),十文字本線,205A,下り,7.1
205A003,205A001,十文字本線,十文字,205A,下り,0.49
205A001,1420016,十文字,横手,205A,下り,5.94
1420016,205A001,横手,十文字,205A,上り,5.94
205A001,205A003,十文字,十文字本線,205A,上り,0.49
205A003,205A006,十文字本線,湯沢(湯沢横手道路),205A,上り,7.1
1420051,1420056,秋田北,昭和男鹿半島,205B,下り,9.18
1420056,1420051,昭和男鹿半島,秋田北,205B,上り,9.18
1420066,205C001,琴丘森岳,琴丘森岳本線,205C,下り,0.41
205C001,205C003,琴丘森岳本線,八竜,205C,下り,11.22
205C003,205C006,八竜,能代南,205C,下り,4.32
205C006,205C003,能代南,八竜,205C,上り,4.32
205C003,205C001,八竜,琴丘森岳本線,205C,上り,11.22
205C001,1420066,琴丘森岳本線,琴丘森岳,205C,上り,0.41
205A006,205D110,湯沢(湯沢横手道路),三関,205D,下り,4.09
205D110,205D120,三関,須川,205D,下り,5.39
205D120,205D130,須川,雄勝こまち,205D,下り,3.71
205D130,205D120,雄勝こまち,須川,205D,上り,3.71
205D120,205D110,須川,三関,205D,上り,5.39
205D110,205A006,三関,湯沢(湯沢横手道路),205D,上り,4.09
1450600,205D590,福島ＪＣＴ料金所,福島大笹生,205D,下り,1.46
205D590,205D580,福島大笹生,米沢八幡原,205D,下り,24.47
205D580,205D570,米沢八幡原,米沢中央,205D,下り,3.47
205D570,1450560,米沢中央,米沢北,205D,下り,3.75
1450560,205D570,米沢北,米沢中央,205D,上り,3.75
205D570,205D580,米沢中央,米沢八幡原,205D,上り,3.47
205D580,205D590,米沢八幡原,福島大笹生,205D,上り,24.47
205D590,1450600,福島大笹生,福島ＪＣＴ料金所,205D,上り,1.46
1400226,205D010,相馬,相馬山上,205D,下り,4.37
205D010,205D020,相馬山上,相馬玉野,205D,下り,8.85
205D020,205D030,相馬玉野,霊山飯舘,205D,下り,3.99
205D030,205D040,霊山飯舘,霊山,205D,下り,10.35
205D040,205D050,霊山,伊達中央,205D,下り,6.87
205D050,205D060,伊達中央,伊達桑折,205D,下り,2.97
205D060,1040204,伊達桑折,桑折ＪＣＴ,205D,下り,2.04
1040204,205D060,桑折ＪＣＴ,伊達桑折,205D,上り,2.04
205D060,205D050,伊達桑折,伊達中央,205D,上り,2.97
205D050,205D040,伊達中央,霊山,205D,上り,6.87
205D040,205D030,霊山,霊山飯舘,205D,上り,10.35
205D030,205D020,霊山飯舘,相馬玉野,205D,上り,3.99
205D020,205D010,相馬玉野,相馬山上,205D,上り,8.85
205D010,1400226,相馬山上,相馬,205D,上り,4.37
1450460,205D450,東根,東根北,205D,下り,3.98
205D450,1450460,東根北,東根,205D,上り,3.98
1461230,208F001,水戸南,水戸大洗,208F,下り,5.02
208F001,208F006,水戸大洗,ひたちなか,208F,下り,4.42
208F006,208F001,ひたちなか,水戸大洗,208F,上り,4.42
208F001,1461230,水戸大洗,水戸南,208F,上り,5.02
212B001,212B006,千葉東ＪＣＴ,千葉東,212B,下り,0.31
212B006,212B011,千葉東,大宮,212B,下り,2.93
212B011,212B016,大宮,高田(千葉東金道路),212B,下り,4.16
212B016,212B021,高田(千葉東金道路),野呂ＰＡ,212B,下り,1.26
212B021,212B026,野呂ＰＡ,中野(千葉東金道路),212B,下り,2.69
212B026,212B031,中野(千葉東金道路),山田(千葉東金道路),212B,下り,2.32
212B031,214K271,山田(千葉東金道路),東金ＪＣＴ,212B,下り,2.02
214K271,212B031,東金ＪＣＴ,山田(千葉東金道路),212B,上り,2.02
212B031,212B026,山田(千葉東金道路),中野(千葉東金道路),212B,上り,2.32
212B026,212B021,中野(千葉東金道路),野呂ＰＡ,212B,上り,2.69
212B021,212B016,野呂ＰＡ,高田(千葉東金道路),212B,上り,1.26
212B016,212B011,高田(千葉東金道路),大宮,212B,上り,4.16
212B011,212B006,大宮,千葉東,212B,上り,2.93
212B006,212B001,千葉東,千葉東ＪＣＴ,212B,上り,0.31
212D006,212D001,木更津金田,袖ヶ浦,212D,下り,4.17
212D001,1130026,袖ヶ浦,木更津ＪＣＴ,212D,下り,4.53
1130026,212D001,木更津ＪＣＴ,袖ヶ浦,212D,上り,4.53
212D001,212D006,袖ヶ浦,木更津金田,212D,上り,4.17
1130046,2120,富津竹岡,富津金谷,212E,下り,0.0
2120,212000000,富津金谷,鋸南保田,212E,下り,0.0
212000000,21200000000000,鋸南保田,鋸南富山,212E,下り,0.0
21200000000000,2.12e+18,鋸南富山,富浦,212E,下り,0.0
2.12e+18,21200000000000,富浦,鋸南富山,212E,上り,0.0
21200000000000,212000000,鋸南富山,鋸南保田,212E,上り,0.0
212000000,2120,鋸南保田,富津金谷,212E,上り,0.0
2120,1130046,富津金谷,富津竹岡,212E,上り,0.0
213A001,213A006,首都高速・京葉道路接続部,篠崎,213A,下り,0.96
213A006,1110410,篠崎,京葉ＪＣＴ,213A,下り,1.33
1110410,213A011,京葉ＪＣＴ,京葉市川,213A,下り,0.19
213A011,213A016,京葉市川,京葉市川ＰＡ,213A,下り,0.58
213A016,213A021,京葉市川ＰＡ,原木,213A,下り,1.89
213A021,213A026,原木,船橋,213A,下り,1.49
213A026,213A031,船橋,花輪,213A,下り,3.39
213A031,213A036,花輪,幕張,213A,下り,3.5
213A036,213A041,幕張,幕張ＰＡ,213A,下り,1.71
213A041,213A046,幕張ＰＡ,武石,213A,下り,0.95
213A046,1120026,武石,宮野木ＪＣＴ,213A,下り,3.46
1120026,213A056,宮野木ＪＣＴ,穴川,213A,下り,2.21
213A056,213A061,穴川,貝塚(京葉道路),213A,下り,3.47
213A061,212B001,貝塚(京葉道路),千葉東ＪＣＴ,213A,下り,2.33
212B001,213A066,千葉東ＪＣＴ,松ヶ丘,213A,下り,0.8
213A066,213A071,松ヶ丘,蘇我,213A,下り,3.11
213A071,1130001,蘇我,京葉道路・館山自動車道接続部,213A,下り,1.74
1130001,213A071,京葉道路・館山自動車道接続部,蘇我,213A,上り,1.74
213A071,213A066,蘇我,松ヶ丘,213A,上り,3.11
213A066,212B001,松ヶ丘,千葉東ＪＣＴ,213A,上り,0.8
212B001,213A061,千葉東ＪＣＴ,貝塚(京葉道路),213A,上り,2.33
213A061,213A056,貝塚(京葉道路),穴川,213A,上り,3.47
213A056,1120026,穴川,宮野木ＪＣＴ,213A,上り,2.21
1120026,213A046,宮野木ＪＣＴ,武石,213A,上り,3.46
213A046,213A041,武石,幕張ＰＡ,213A,上り,0.95
213A041,213A036,幕張ＰＡ,幕張,213A,上り,1.71
213A036,213A031,幕張,花輪,213A,上り,3.5
213A031,213A026,花輪,船橋,213A,上り,3.39
213A026,213A021,船橋,原木,213A,上り,1.49
213A021,213A011,原木,京葉市川,213A,上り,2.47
213A011,1110410,京葉市川,京葉ＪＣＴ,213A,上り,0.19
1110410,213A006,京葉ＪＣＴ,篠崎,213A,上り,1.33
213A006,213A001,篠崎,首都高速・京葉道路接続部,213A,上り,0.96
214H001,214H006,川崎浮島ＪＣＴ,海ほたるＰＡ,214H,下り,10.08
214H006,212D006,海ほたるＰＡ,木更津金田,214H,下り,5.11
212D006,214H006,木更津金田,海ほたるＰＡ,214H,上り,5.11
214H006,214H001,海ほたるＰＡ,川崎浮島ＪＣＴ,214H,上り,10.08
214K001,214K006,茅ヶ崎ＪＣＴ,寒川南,214K,下り,1.68
214K006,214K011,寒川南,寒川北,214K,下り,3.08
214K011,214K016,寒川北,海老名南ＪＣＴ,214K,下り,2.62
214K016,1014001,海老名南ＪＣＴ,海老名ＪＣＴ,214K,下り,1.68
1014001,1014006,海老名ＪＣＴ,海老名,214K,下り,1.68
1014006,214K021,海老名,圏央厚木,214K,下り,4.75
214K021,214K023,圏央厚木,厚木ＰＡ,214K,下り,1.21
214K023,214K026,厚木ＰＡ,相模原愛川,214K,下り,3.88
214K026,214K029,相模原愛川,相模原,214K,下り,8.52
214K029,214K031,相模原,高尾山,214K,下り,5.45
214K031,1100037,高尾山,八王子ＪＣＴ,214K,下り,1.97
1100037,214K036,八王子ＪＣＴ,八王子西,214K,下り,4.68
214K036,214K041,八王子西,あきる野,214K,下り,4.86
214K041,214K046,あきる野,日の出,214K,下り,2.36
214K046,214K051,日の出,青梅,214K,下り,7.35
214K051,214K056,青梅,入間,214K,下り,4.95
214K056,214K061,入間,狭山ＰＡ,214K,下り,4.22
214K061,214K066,狭山ＰＡ,狭山日高,214K,下り,2.13
214K066,214K071,狭山日高,圏央鶴ヶ島,214K,下り,6.13
214K071,1800021,圏央鶴ヶ島,鶴ヶ島ＪＣＴ,214K,下り,1.76
1800021,214K076,鶴ヶ島ＪＣＴ,坂戸,214K,下り,5.08
214K076,214K081,坂戸,川島,214K,下り,2.64
214K081,214K086,川島,桶川北本,214K,下り,5.43
214K086,214K091,桶川北本,桶川加納,214K,下り,4.6
214K091,214K093,桶川加納,菖蒲ＰＡ,214K,下り,2.92
214K093,214K096,菖蒲ＰＡ,白岡菖蒲,214K,下り,3.22
214K096,1040023,白岡菖蒲,久喜白岡ＪＣＴ,214K,下り,3.1
1040023,214K101,久喜白岡ＪＣＴ,幸手,214K,下り,7.68
214K101,214K106,幸手,五霞,214K,下り,3.85
214K106,214K111,五霞,境古河,214K,下り,5.26
214K111,214K116,境古河,坂東,214K,下り,8.54
214K116,214K121,坂東,常総,214K,下り,8.26
214K121,214K201,常総,つくば中央,214K,下り,9.8
214K201,1400031,つくば中央,つくばＪＣＴ,214K,下り,4.43
1400031,214K206,つくばＪＣＴ,つくば牛久,214K,下り,1.1
214K206,214K211,つくば牛久,牛久阿見,214K,下り,6.0
214K211,214K216,牛久阿見,阿見東,214K,下り,5.07
214K216,214K218,阿見東,江戸崎ＰＡ,214K,下り,3.42
214K218,214K221,江戸崎ＰＡ,稲敷,214K,下り,2.51
214K221,214K226,稲敷,稲敷東,214K,下り,5.82
214K226,214K231,稲敷東,神崎,214K,下り,4.37
214K231,214K236,神崎,下総,214K,下り,3.81
214K236,1120059,下総,大栄JCT,214K,下り,5.74
1120059,214K236,大栄JCT,下総,214K,上り,5.74
214K236,214K231,下総,神崎,214K,上り,3.81
214K231,214K226,神崎,稲敷東,214K,上り,4.37
214K226,214K221,稲敷東,稲敷,214K,上り,5.82
214K221,214K218,稲敷,江戸崎ＰＡ,214K,上り,2.51
214K218,214K216,江戸崎ＰＡ,阿見東,214K,上り,3.42
214K216,214K211,阿見東,牛久阿見,214K,上り,5.07
214K211,214K206,牛久阿見,つくば牛久,214K,上り,6.0
214K206,1400031,つくば牛久,つくばＪＣＴ,214K,上り,1.1
1400031,214K201,つくばＪＣＴ,つくば中央,214K,上り,4.43
214K201,214K121,つくば中央,常総,214K,上り,9.8
214K121,214K116,常総,坂東,214K,上り,8.26
214K116,214K111,坂東,境古河,214K,上り,8.54
214K111,214K106,境古河,五霞,214K,上り,5.26
214K106,214K101,五霞,幸手,214K,上り,3.85
214K101,1040023,幸手,久喜白岡ＪＣＴ,214K,上り,7.68
1040023,214K096,久喜白岡ＪＣＴ,白岡菖蒲,214K,上り,3.1
214K096,214K093,白岡菖蒲,菖蒲ＰＡ,214K,上り,3.22
214K093,214K091,菖蒲ＰＡ,桶川加納,214K,上り,2.92
214K091,214K086,桶川加納,桶川北本,214K,上り,4.6
214K086,214K081,桶川北本,川島,214K,上り,5.43
214K081,214K076,川島,坂戸,214K,上り,2.64
214K076,1800021,坂戸,鶴ヶ島ＪＣＴ,214K,上り,5.08
1800021,214K071,鶴ヶ島ＪＣＴ,圏央鶴ヶ島,214K,上り,1.76
214K071,214K066,圏央鶴ヶ島,狭山日高,214K,上り,6.13
214K066,214K061,狭山日高,狭山ＰＡ,214K,上り,2.13
214K061,214K056,狭山ＰＡ,入間,214K,上り,4.22
214K056,214K051,入間,青梅,214K,上り,4.95
214K051,214K046,青梅,日の出,214K,上り,7.35
214K046,214K041,日の出,あきる野,214K,上り,2.36
214K041,214K036,あきる野,八王子西,214K,上り,4.86
214K036,1100037,八王子西,八王子ＪＣＴ,214K,上り,4.68
1100037,214K031,八王子ＪＣＴ,高尾山,214K,上り,1.97
214K031,214K029,高尾山,相模原,214K,上り,5.45
214K029,214K026,相模原,相模原愛川,214K,上り,8.52
214K026,214K023,相模原愛川,厚木ＰＡ,214K,上り,3.88
214K023,214K021,厚木ＰＡ,圏央厚木,214K,上り,1.21
214K021,1014006,圏央厚木,海老名,214K,上り,4.75
1014006,1014001,海老名,海老名ＪＣＴ,214K,上り,1.68
1014001,214K016,海老名ＪＣＴ,海老名南ＪＣＴ,214K,上り,1.68
214K016,214K011,海老名南ＪＣＴ,寒川北,214K,上り,2.62
214K011,214K006,寒川北,寒川南,214K,上り,3.08
214K006,214K001,寒川南,茅ヶ崎ＪＣＴ,214K,上り,1.68
1130026,214K301,木更津ＪＣＴ,木更津東,214K,下り,6.52
214K301,214K296,木更津東,高滝湖ＰＡ,214K,下り,10.35
214K296,214K291,高滝湖ＰＡ,市原鶴舞,214K,下り,1.88
214K291,214K286,市原鶴舞,茂原長南,214K,下り,7.96
214K286,214K283,茂原長南,茂原長柄スマート,214K,下り,4.91
214K283,214K281,茂原長柄スマート,茂原北,214K,下り,5.28
214K281,214K278,茂原北,大網白里スマート,214K,下り,3.06
214K278,214K276,大網白里スマート,東金,214K,下り,7.06
214K276,214K271,東金,東金ＪＣＴ,214K,下り,0.0
214K271,214K266,東金ＪＣＴ,山武成東,214K,下り,7.91
214K266,214K261,山武成東,松尾横芝,214K,下り,7.14
214K261,214K266,松尾横芝,山武成東,214K,上り,7.14
214K266,214K271,山武成東,東金ＪＣＴ,214K,上り,7.91
214K271,214K276,東金ＪＣＴ,東金,214K,上り,0.0
214K276,214K278,東金,大網白里スマート,214K,上り,7.06
214K278,214K281,大網白里スマート,茂原北,214K,上り,3.06
214K281,214K283,茂原北,茂原長柄スマート,214K,上り,5.28
214K283,214K286,茂原長柄スマート,茂原長南,214K,上り,4.91
214K286,214K291,茂原長南,市原鶴舞,214K,上り,7.96
214K291,214K296,市原鶴舞,高滝湖ＰＡ,214K,上り,1.88
214K296,214K301,高滝湖ＰＡ,木更津東,214K,上り,10.35
214K301,1130026,木更津東,木更津ＪＣＴ,214K,上り,6.52
1900041,223I001,東海,名港潮見,223I,下り,2.4
223I001,223I006,名港潮見,名港中央,223I,下り,2.11
223I006,1900045,名港中央,飛島第一,223I,下り,2.34
1900045,1900046,飛島第一,飛島ＪＣＴ,223I,下り,0.68
1900046,1900045,飛島ＪＣＴ,飛島第一,223I,上り,0.68
1900045,223I006,飛島第一,名港中央,223I,上り,2.34
223I006,223I001,名港中央,名港潮見,223I,上り,2.11
223I001,1900041,名港潮見,東海,223I,上り,2.4
1900001,224D051,豊田東ＪＣＴ,豊田松平,224D,下り,2.81
224D051,224D053,豊田松平,鞍ヶ池ＰＡ,224D,下り,3.32
